item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
50312909,BUSSAN,Children's furniture,525.0,No old price,True,https://www.ikea.com/sa/en/p/bussan-beanbag-in-outdoor-grey-50312909/,No,"        Beanbag, in/outdoor",Anna Efverlund,,,67.0
30439476,NORDKISA,Wardrobes,895.0,No old price,True,https://www.ikea.com/sa/en/p/nordkisa-open-wardrobe-with-sliding-door-bamboo-30439476/,No,"        Open wardrobe with sliding door,          120x123 cm",L Hilland/J Karlsson,47.0,123.0,120.0
69304754,IVAR,Bookcases & shelving units,1745.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-tbl-cabinets-shlvs-pine-s69304754/,No,"        Shelving unit w tbl/cabinets/shlvs,          259x30-104x179 cm",IKEA of Sweden,30.0,179.0,259.0
49123405,TROFAST,Nursery furniture,350.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s49123405/,No,"        Storage combination,          99x44x56 cm",Studio Copenhagen,44.0,56.0,99.0
40309257,HEMNES,"Sideboards, buffets & console tables",1395.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-sideboard-white-stain-40309257/,Yes,"        Sideboard,          157x88 cm",Carina Bengs,47.0,88.0,157.0
40339004,NORRÅKER,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102.0,74.0
50415196,HAVSTA,Cabinets & cupboards,695.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-grey-50415196/,Yes,"        Cabinet with plinth,          81x47x89 cm",IKEA of Sweden,47.0,89.0,81.0
45932080,SULTAN,Beds,50.0,No old price,True,https://www.ikea.com/sa/en/p/sultan-supporting-leg-black-45932080/,No,        Supporting leg,IKEA of Sweden,,,
90420332,FREKVENS,Tables & desks,265.0,No old price,True,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,No,"        Bar table, in/outdoor,          51x51 cm",Nicholai Wiig Hansen,,99.0,51.0
19930205,ALGOT,Bookcases & shelving units,414.0,SR 530,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s19930205/,No,"        Wall upright/shelves,          132x41x199 cm",Francis Cayouette,41.0,199.0,132.0
294795,HANVIKEN,Bookcases & shelving units,75.0,No old price,True,https://www.ikea.com/sa/en/p/hanviken-door-drawer-front-black-brown-00294795/,Yes,"        Door/drawer front,          60x38 cm",Marcus Arvonen,,38.0,60.0
69912770,TRYSIL,Beds,525.0,No old price,True,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,Yes,"        Bed frame,          160x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,,165.0
39297156,STENSELE / RÖNNINGE,Café furniture,1140.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-roenninge-table-and-2-chairs-anthracite-anthracite-green-s39297156/,No,        Table and 2 chairs,Maja Ganszyniec,,,
10407136,IKEA PS LÖMSK,Children's furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-loemsk-swivel-armchair-white-red-10407136/,No,        Swivel armchair,Monika Mulder,62.0,75.0,59.0
80433486,GODISHUS,Chests of drawers & drawer units,295.0,No old price,True,https://www.ikea.com/sa/en/p/godishus-chest-of-3-drawers-white-80433486/,No,"        Chest of 3 drawers,          60x64 cm","804.334.86 Perfect height for small children. They can easily reach and find things on their own.With the included colourful stickers, you can quickly label the drawers in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",40.0,64.0,60.0
79286820,BEKANT,Tables & desks,1039.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s79286820/,Yes,"        Storage unit with smart lock,          41x101 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,41.0
40365371,MAMMUT,Outdoor furniture,59.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-white-40365371/,No,        Children's chair,M Kjelstrup/A Östgaard,36.0,67.0,39.0
89253169,STUVA / FRITIDS,Nursery furniture,995.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-white-s89253169/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86.0,66.0
30091452,TROFAST,Nursery furniture,150.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-frame-white-30091452/,No,"        Frame,          46x30x94 cm",Studio Copenhagen,30.0,94.0,46.0
59276228,VADHOLMA,Trolleys,2295.0,No old price,True,https://www.ikea.com/sa/en/p/vadholma-kitchen-island-with-rack-black-oak-s59276228/,No,"        Kitchen island with rack,          126x79x193 cm",Ebba Strandmark,79.0,90.0,126.0
49277105,VALLENTUNA,Beds,4488.0,"SR 5,610",True,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-and-storage-hillared-murum-dark-grey-black-s49277105/,Yes,        3-seat modular sofa with sofa-bed,Fredriksson/L Löwenhielm/Hilland,,84.0,266.0
59248867,LIXHULT,Cabinets & cupboards,580.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-blue-s59248867/,Yes,"        Storage combination,          140x82 cm",Jon Karlsson,35.0,60.0,140.0
89305795,PAX,Wardrobes,1890.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-black-brown-stained-ash-effect-mehamn-black-brown-stained-ash-effect-s89305795/,No,"        Wardrobe,          150x66x236 cm",IKEA of Sweden/Ehlén Johansson,66.0,236.0,150.0
50422494,GODISHUS,Wardrobes,395.0,No old price,True,https://www.ikea.com/sa/en/p/godishus-wardrobe-white-50422494/,No,"        Wardrobe,          60x51x178 cm","504.224.94 You can position the shelf and clothes rail in two different ways – clothes rail at the top and shelf down below, or both together at the top of the wardrobe.Deep enough to hold standard-sized adult hangers.With the included colourful stickers, you can quickly label the doors in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",51.0,178.0,60.0
248567,SUNDVIK,Nursery furniture,695.0,No old price,True,https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,No,"        Cot,          60x120 cm",IKEA of Sweden,,85.0,67.0
29174976,LÅNGFJÄLL,Chairs,545.0,No old price,True,https://www.ikea.com/sa/en/p/langfjaell-conference-chair-gunnared-blue-black-s29174976/,Yes,        Conference chair,Eva Lilja Löwenhielm,67.0,,67.0
69155853,BILLY,Bookcases & shelving units,1510.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-brown-ash-veneer-s69155853/,Yes,"        Bookcase,          215/135x28x237 cm",Gillis Lundgren/IKEA of Sweden,28.0,237.0,280.0
69304829,MARKERAD,Beds,1092.0,"SR 1,590",True,https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/,No,"        Day-bed,          80x200 cm",IKEA of Sweden/Virgil Abloh,,,80.0
40399012,GRÖNLID,Sofas & armchairs,350.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-armchair-sporda-natural-40399012/,Yes,        Cover for armchair,IKEA of Sweden,,,
70245952,BESTÅ,Bookcases & shelving units,170.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40.0,38.0,120.0
59285384,VIMLE,Sofas & armchairs,1290.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-chaise-longue-section-gunnared-beige-s59285384/,Yes,        Chaise longue section,Ehlén Johansson,164.0,83.0,81.0
9288224,STENSELE,Café furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105.0,
30415625,GRUNDSUND,Tables & desks,345.0,No old price,True,https://www.ikea.com/sa/en/p/grundsund-nest-of-tables-set-of-3-white-30415625/,No,"        Nest of tables, set of 3","304.156.25 Can be used individually or be pushed together to save space.Low weight; easy to move.Sizes: (length x width x height) 27x22x35 cm, 36x26x38 cm, 45x30x40 cm.",,,
49287920,SOLLERÖN,Outdoor furniture,4888.0,No old price,True,https://www.ikea.com/sa/en/p/solleroen-4-seat-conversation-set-outdoor-dark-grey-froesoen-duvholmen-beige-s49287920/,Yes,"        4-seat conversation set, outdoor",Jonas Hultqvist/IKEA of Sweden/Eva Lilja Löwenhielm,,,
80322855,BERGHALLA,Cabinets & cupboards,22.0,No old price,True,https://www.ikea.com/sa/en/p/berghalla-handle-white-80322855/,Yes,"        Handle,          56 mm",H Preutz/A Fredriksson,32.0,,9.0
10441786,ÖRFJÄLL,Children's furniture,195.0,No old price,True,https://www.ikea.com/sa/en/p/oerfjaell-childrens-desk-chair-white-vissle-dark-grey-10441786/,No,        Children's desk chair,S Holmbäck/U Nordentoft,53.0,,53.0
59228746,BILLY / OXBERG,Cabinets & cupboards,1390.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-glass-s59228746/,Yes,"        Bookcase,          160x30x202 cm",Gillis Lundgren,30.0,202.0,160.0
60417897,DUVHOLMEN,Outdoor furniture,35.0,No old price,True,https://www.ikea.com/sa/en/p/duvholmen-inner-cushion-for-chair-cushion-outdoor-grey-60417897/,No,"        Inner cushion for chair cushion,          50x50 cm",IKEA of Sweden,50.0,,50.0
59254641,GRÖNLID,Sofas & armchairs,745.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-1-seat-section-inseros-white-s59254641/,Yes,        1-seat section,Francis Cayouette/Ehlén Johansson,98.0,104.0,71.0
89220131,VIMLE,Sofas & armchairs,810.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-1-seat-section-orrsta-black-blue-s89220131/,Yes,        1-seat section,Ehlén Johansson,98.0,80.0,71.0
9278003,VALLENTUNA,Beds,5780.0,"SR 7,225",True,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-murum-white-s09278003/,Yes,        Modular corner sofa 3-seat+sofa-bed,Ehlén Johansson,93.0,84.0,266.0
19246144,SKOGSTA / NORRARYD,Chairs,3555.0,"SR 3,945",True,https://www.ikea.com/sa/en/p/skogsta-norraryd-table-and-6-chairs-acacia-black-s19246144/,No,"        Table and 6 chairs,          235x100 cm",Marcus Arvonen/Nike Karlsson,,74.0,100.0
39046403,KIVIK,Sofas & armchairs,2650.0,No old price,True,https://www.ikea.com/sa/en/p/kivik-corner-section-orrsta-light-grey-s39046403/,Yes,        Corner section,Ola Wihlborg,94.0,83.0,234.0
19239997,NORSBORG,Sofas & armchairs,4220.0,"SR 5,275",True,https://www.ikea.com/sa/en/p/norsborg-4-seat-sofa-with-chaise-longues-edum-birch-edum-beige-birch-s19239997/,Yes,        4-seat sofa,Ehlén Johansson,,85.0,309.0
80336433,GUBBARP,Cabinets & cupboards,3.0,No old price,True,https://www.ikea.com/sa/en/p/gubbarp-knob-white-80336433/,Yes,"        Knob,          21 mm",H Preutz/A Fredriksson,27.0,,
99323925,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104.0,70.0
90344507,STOCKHOLM 2017,Tables & desks,516.0,SR 645,True,https://www.ikea.com/sa/en/p/stockholm-2017-pouffe-sandbacka-dark-grey-90344507/,Yes,"        Pouffe,          50x50 cm",Ola Wihlborg,,42.0,50.0
79248668,LIXHULT,Cabinets & cupboards,297.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-dark-green-s79248668/,No,"        Storage combination,          105x70 cm",Jon Karlsson,35.0,70.0,105.0
69291394,PLATSA,TV & media furniture,1735.5,"SR 2,010",True,https://www.ikea.com/sa/en/p/platsa-media-storage-combination-s69291394/,No,"        Media storage combination,          280x42x191 cm",Ola Wihlborg/IKEA of Sweden,42.0,191.0,280.0
