item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
69208026,BESTÅ,Bookcases & shelving units,1725.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-sindvik-black-brown-clear-glass-s69208026/,Yes,"        Storage combination with doors,          180x42x112 cm",IKEA of Sweden/Marcus Arvonen,42.0,112.0,180.0
49306315,PAX,Wardrobes,3222.0,"SR 3,435",True,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-uggdal-grey-glass-s49306315/,No,"        Wardrobe,          150x66x236 cm",IKEA of Sweden/Ehlén Johansson,66.0,236.0,150.0
29277352,ALGOT,Bookcases & shelving units,183.6,SR 266,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-s29277352/,No,"        Wall upright/shelves,          66x41/61x197 cm",Francis Cayouette,,197.0,66.0
395209,ODDBJÖRG,Chairs,28.0,SR 35,True,https://www.ikea.com/sa/en/p/oddbjoerg-chair-pad-grey-00395209/,No,"        Chair pad,          35 cm",IKEA of Sweden,,,
70328669,LIXHULT,Cabinets & cupboards,175.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-grey-70328669/,No,"        Cabinet,          60x35 cm",Jon Karlsson,35.0,35.0,60.0
50087072,LIATORP,Tables & desks,645.0,No old price,True,https://www.ikea.com/sa/en/p/liatorp-coffee-table-white-glass-50087072/,No,"        Coffee table,          93x93 cm",Carina Bengs,,51.0,93.0
39283003,BROR,Bookcases & shelving units,855.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinet-black-s39283003/,No,"        Shelving unit with cabinet,          85x40x190 cm",IKEA of Sweden,40.0,190.0,85.0
10460888,SMÅGÖRA,Children's furniture,495.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-wardrobe-white-10460888/,No,"        Wardrobe,          80x50x187 cm",IKEA of Sweden,50.0,187.0,80.0
49221298,EKEDALEN / LEIFARNE,Chairs,1575.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-leifarne-table-and-4-chairs-dark-brown-white-s49221298/,No,"        Table and 4 chairs,          120/180 cm",Mia Lagerman/Ehlén Johansson,,,
99262432,SJÄLLAND,Outdoor furniture,380.0,SR 475,True,https://www.ikea.com/sa/en/p/sjaelland-table-outdoor-light-brown-light-grey-s99262432/,No,"        Table, outdoor,          71x71x73 cm",David Wahl,,73.0,71.0
69281804,BILLY / OXBERG,Bookcases & shelving units,915.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,"        Bookcase with glass-doors,          120x30x202 cm",Gillis Lundgren,30.0,202.0,120.0
30248537,SNIGLAR,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,No,"        Cot,          60x120 cm",IKEA of Sweden,,80.0,66.0
40399314,KLIPPAN,Sofas & armchairs,1295.0,No old price,True,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-bomstad-black-40399314/,No,        2-seat sofa,IKEA of Sweden,88.0,66.0,177.0
59254165,INGATORP / INGOLF,Tables & desks,2725.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-nordvalla-beige-s59254165/,No,"        Table and 4 chairs,          110/155 cm",Ebba Strandmark/Carina Bengs,,74.0,87.0
90471581,KORNSJÖ,Chairs,375.0,No old price,True,https://www.ikea.com/sa/en/p/kornsjoe-storage-bench-black-90471581/,No,        Storage bench,Ebba Strandmark,47.0,51.0,70.0
347888,EDVALLA,TV & media furniture,25.0,No old price,True,https://www.ikea.com/sa/en/p/edvalla-drop-handle-black-00347888/,No,"        Drop handle,          18 mm",Francis Cayouette,11.0,,33.0
59184441,SVALNÄS,Bookcases & shelving units,2605.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-white-s59184441/,No,"        Wall-mounted storage combination,          297x35x176 cm",Jon Karlsson,35.0,176.0,297.0
70264460,HÅLLÖ,Outdoor furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/halloe-seat-back-cushion-outdoor-black-70264460/,No,"        Seat/back cushion, outdoor,          116x47 cm",IKEA of Sweden,,,47.0
99279588,STUVA / FRITIDS,Chests of drawers & drawer units,375.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-toy-storage-with-wheels-white-light-blue-s99279588/,Yes,"        Toy storage with wheels,          60x50x64 cm",Ebba Strandmark/IKEA of Sweden,50.0,64.0,60.0
30439457,NIKKEBY,Tables & desks,295.0,No old price,True,https://www.ikea.com/sa/en/p/nikkeby-chest-of-2-drawers-grey-green-30439457/,No,"        Chest of 2 drawers,          46x70 cm",L Hilland/J Karlsson,49.0,70.0,46.0
39305873,PAX,Wardrobes,3905.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-uggdal-grey-glass-s39305873/,No,"        Wardrobe,          200x66x236 cm",IKEA of Sweden/Ehlén Johansson,66.0,236.0,200.0
60247051,GAMLEBY,Chairs,295.0,No old price,True,https://www.ikea.com/sa/en/p/gamleby-chair-light-antique-stain-grey-60247051/,No,        Chair,Nike Karlsson,50.0,85.0,42.0
30323367,OXBERG,Bookcases & shelving units,200.0,No old price,True,https://www.ikea.com/sa/en/p/oxberg-glass-door-brown-ash-veneer-30323367/,Yes,"        Glass door,          40x192 cm",K Hagberg/M Hagberg,,192.0,40.0
49215693,LINNMON / GODVIN,Tables & desks,275.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-godvin-table-white-white-stained-oak-effect-white-s49215693/,No,"        Table,          150x75 cm",IKEA of Sweden,,74.0,75.0
79275138,HAVSTA,Cabinets & cupboards,2235.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-white-s79275138/,Yes,"        Storage combination,          142x47x212 cm",IKEA of Sweden,47.0,212.0,142.0
19302998,PLATSA,Wardrobes,2800.0,"SR 3,500",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-9-doors-white-sannidal-white-s19302998/,No,"        Wardrobe with 9 doors,          300x57x271 cm",IKEA of Sweden/Ola Wihlborg,57.0,271.0,300.0
80347163,VISTHUS,Chests of drawers & drawer units,845.0,No old price,True,https://www.ikea.com/sa/en/p/visthus-chest-of-8-drawers-grey-white-80347163/,No,"        Chest of 8 drawers,          122x96 cm",T Winkel/T Jacobsen,49.0,96.0,122.0
49227605,ENETRI,Bookcases & shelving units,412.0,SR 490,True,https://www.ikea.com/sa/en/p/enetri-shelving-unit-grey-s49227605/,Yes,"        Shelving unit,          170x158 cm",Niels Gammelgaard,33.0,158.0,170.0
80338408,BAGGANÄS,TV & media furniture,27.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-brass-colour-80338408/,Yes,"        Knob,          20 mm",H Preutz/A Fredriksson,28.0,,20.0
20467629,MYDAL,Beds,895.0,No old price,True,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,157.0,97.0
39276682,HÄLLAN,Cabinets & cupboards,2775.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s39276682/,No,"        Storage combination with doors,          135x47x192 cm",Jon Karlsson,47.0,192.0,135.0
19297275,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,
89030584,KALLAX,Bookcases & shelving units,555.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s89030584/,Yes,"        Shelving unit with 4 inserts,          147x147 cm",Tord Björklund/IKEA of Sweden,39.0,147.0,147.0
295530,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-00295530/,No,"        Glass shelf,          56x16 cm",IKEA of Sweden,16.0,,56.0
20089242,TROFAST,Nursery furniture,25.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-box-white-20089242/,No,"        Storage box,          42x30x36 cm",Studio Copenhagen,,36.0,30.0
417635,YNGVAR,Café furniture,399.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-chair-red-00417635/,No,        Chair,IKEA of Sweden,51.0,71.0,53.0
39127395,PAX,Wardrobes,4870.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-high-gloss-white-s39127395/,Yes,"        Wardrobe,          300x60x201 cm",IKEA of Sweden/Ehlén Johansson,60.0,201.0,300.0
99302918,PLATSA,Beds,1767.0,"SR 1,885",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-drawers-white-fonnes-s99302918/,No,"        Bed frame with 2 drawers,          142x244x103 cm",IKEA of Sweden,40.0,43.0,141.0
49265975,HAVSTA,Cabinets & cupboards,1590.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s49265975/,Yes,"        Storage combination w glass-doors,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0
80290779,FLISAT,Children's furniture,139.0,No old price,True,https://www.ikea.com/sa/en/p/flisat-childrens-bench-adjustable-80290779/,No,        Children's bench,Sarah Fager,38.0,45.0,55.0
69297230,NORRÅKER / RÖNNINGE,Tables & desks,1976.0,"SR 2,125",True,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-4-chairs-birch-green-s69297230/,No,"        Table and 4 chairs,          125x74 cm",Maja Ganszyniec/J Karlsson/N Karlsson,,,74.0
50322239,KVISTBRO,Tables & desks,195.0,No old price,True,https://www.ikea.com/sa/en/p/kvistbro-storage-table-white-50322239/,No,"        Storage table,          61 cm",Francis Cayouette,,42.0,
20382932,RÅSKOG,Tables & desks,189.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-trolley-white-20382932/,Yes,"        Trolley,          35x45x78 cm",Nike Karlsson,,78.0,45.0
333122,MALINDA,Chairs,25.0,SR 30,True,https://www.ikea.com/sa/en/p/malinda-chair-cushion-black-00333122/,No,"        Chair cushion,          40/35x38x7 cm",IKEA of Sweden,38.0,,
19252856,STUVA / FRITIDS,Children's furniture,675.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19252856/,Yes,"        Wardrobe,          60x50x192 cm",Ebba Strandmark/IKEA of Sweden,50.0,192.0,60.0
29296874,EKEDALEN / EKEDALEN,Chairs,1245.0,No old price,False,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-2-chairs-dark-brown-orrsta-light-grey-s29296874/,No,"        Table and 2 chairs,          80/120 cm",Ehlén Johansson,,,
90339290,FJÄLLBO,TV & media furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/fjaellbo-tv-bench-black-90339290/,No,"        TV bench,          150x36x54 cm",Johan Kroon,36.0,54.0,150.0
49278591,GRÖNLID,Beds,7610.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-dark-red-s49278591/,Yes,"        Corner sofa-bed, 5-seat",Francis Cayouette/Ehlén Johansson/IKEA of Sweden,164.0,104.0,252.0
20426525,DELAKTIG,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-headboard-black-20426525/,No,"        Headboard,          160 cm",Tom Dixon,,70.0,150.0
99305851,PLATSA,Wardrobes,758.0,SR 885,True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-shoe-shelf-white-vaerd-white-s99305851/,No,"        Wardrobe with shoe shelf,          80x42x191 cm",IKEA of Sweden/Ola Wihlborg,42.0,191.0,80.0
347510,ENERYDA,Cabinets & cupboards,22.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-00347510/,Yes,"        Knob,          27 mm",Francis Cayouette,,,
89300156,PAX,Wardrobes,3695.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-white-flornes-dark-grey-s89300156/,No,"        Wardrobe,          200x60x236 cm",IKEA of Sweden/Ehlén Johansson,60.0,236.0,200.0
59265705,PAX,Wardrobes,8380.0,No old price,True,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-forsand-vikedal-s59265705/,No,"        Corner wardrobe,          310/310x236 cm",Ehlén Johansson/IKEA of Sweden,,236.0,310.0
30351440,LISTERBY,Tables & desks,595.0,No old price,True,https://www.ikea.com/sa/en/p/listerby-coffee-table-brown-30351440/,No,"        Coffee table,          90 cm",Henrik Preutz,,45.0,
89280714,MÖRBYLÅNGA / BERNHARD,Chairs,5275.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-bernhard-table-and-4-chairs-oak-veneer-mjuk-golden-brown-s89280714/,No,"        Table and 4 chairs,          140x85 cm",Ola Wihlborg/S Lanneskog/J Marnell,,,85.0
50340163,NYHAMN,Beds,450.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-foam-mattress-firm-50340163/,No,"        Foam mattress,          140x200 cm",IKEA of Sweden/L Hilland,,,140.0
400550,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52.0,114.0,43.0
39127710,PAX,Wardrobes,875.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-white-s39127710/,Yes,"        Wardrobe,          100x60x236 cm",K Hagberg/M Hagberg/Ehlén Johansson/IKEA of Sweden,60.0,236.0,100.0
60428344,FREKVENS,Tables & desks,101.5,SR 145,True,https://www.ikea.com/sa/en/p/frekvens-side-table-black-60428344/,No,"        Side table,          66x32 cm",Jon Karlsson,,50.0,32.0
69239607,ALGOT,Bookcases & shelving units,347.0,SR 445,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-s69239607/,No,"        Wall upright/shelves/rod,          132x41x197 cm",Francis Cayouette,41.0,197.0,132.0
95685100,TROFAST,Nursery furniture,15.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-box-white-95685100/,No,"        Storage box,          42x30x23 cm",Studio Copenhagen,,23.0,30.0
10306613,BRUSALI,TV & media furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/brusali-tv-bench-brown-10306613/,No,"        TV bench,          120x36x85 cm",IKEA of Sweden,36.0,85.0,120.0
60196358,SUNDVIK,Children's furniture,125.0,No old price,True,https://www.ikea.com/sa/en/p/sundvik-childrens-chair-white-60196358/,No,        Children's chair,IKEA of Sweden,29.0,55.0,28.0
50363649,KULLABERG,Bar furniture,140.0,SR 175,True,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,Yes,        Stool,Sarah Fager,36.0,,36.0
29330811,LINNMON / LERBERG,Tables & desks,175.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-lerberg-table-white-blue-s29330811/,Yes,"        Table,          120x60 cm",IKEA of Sweden,,74.0,60.0
70364290,OLAUS,Bookcases & shelving units,19.0,No old price,True,https://www.ikea.com/sa/en/p/olaus-clip-on-basket-70364290/,No,        Clip-on basket,IKEA of Sweden,,15.0,13.0
40336595,HENRIKSDAL,Chairs,50.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-chair-cover-graesbo-white-40336595/,No,        Chair cover,IKEA of Sweden,,,
59221189,VANGSTA / TEODORES,Chairs,925.0,No old price,True,https://www.ikea.com/sa/en/p/vangsta-teodores-table-and-4-chairs-white-white-s59221189/,No,"        Table and 4 chairs,          120/180 cm",David Wahl/IKEA of Sweden,,,
10471085,GRUVBYN,Chairs,545.0,No old price,True,https://www.ikea.com/sa/en/p/gruvbyn-chair-brown-nordvalla-dark-beige-10471085/,No,        Chair,"104.710.85 The chair legs are made of solid wood, which is a durable natural material.You sit comfortably thanks to the high back and seat with polyester wadding.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",59.0,107.0,51.0
29223830,LINNMON / HILVER,Tables & desks,775.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-hilver-table-white-bamboo-s29223830/,No,"        Table,          150x75 cm",IKEA of Sweden/Chenyi Ke/Johanna Asshoff,,85.0,75.0
90392046,BRIMNES,Chests of drawers & drawer units,445.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-chest-of-4-drawers-white-frosted-glass-90392046/,No,"        Chest of 4 drawers,          78x124 cm",K Hagberg/M Hagberg,46.0,124.0,78.0
60205188,ÄPPLARÖ,Outdoor furniture,309.0,No old price,True,https://www.ikea.com/sa/en/p/aepplaroe-one-seat-section-outdoor-brown-stained-brown-60205188/,No,"        One-seat section, outdoor",K Hagberg/M Hagberg,80.0,73.0,63.0
20359154,VADHOLMA,Trolleys,1895.0,No old price,True,https://www.ikea.com/sa/en/p/vadholma-kitchen-island-black-oak-20359154/,No,"        Kitchen island,          126x79x90 cm",Ebba Strandmark,79.0,90.0,126.0
50308002,TROFAST,Children's furniture,10.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-box-yellow-50308002/,No,"        Storage box,          42x30x10 cm",Studio Copenhagen,,10.0,30.0
19304209,LEIFARNE,Café furniture,275.0,No old price,True,https://www.ikea.com/sa/en/p/leifarne-chair-with-armrests-dark-yellow-dietmar-chrome-plated-s19304209/,No,        Chair with armrests,Mia Lagerman,50.0,87.0,53.0
295530,BESTÅ,TV & media furniture,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-00295530/,No,"        Glass shelf,          56x16 cm",IKEA of Sweden,16.0,,56.0
69297292,YPPERLIG / NILSOVE,Tables & desks,2575.0,No old price,True,https://www.ikea.com/sa/en/p/ypperlig-nilsove-table-and-4-chairs-ash-rattan-white-s69297292/,No,"        Table and 4 chairs,          200x90 cm",HAY/A Fredriksson/J Hultqvist/W Chong,,,90.0
60365346,MAMMUT,Children's furniture,59.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-blue-60365346/,No,        Children's chair,M Kjelstrup/A Östgaard,36.0,67.0,39.0
30428915,EKET,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-white-30428915/,Yes,"        Cabinet with 2 drawers,          35x35x35 cm","304.289.15 A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change.You can choose to place the cabinet on the floor or mount it on the wall to free up floor space.You can create your own unique solution by freely combining cabinets of different sizes, with or without doors and drawers.The drawers have integrated push-openers, so you don’t need knobs or handles and can open the drawer with just a light push.Must be completed with EKET suspension rail if you choose to mount the frame on the wall. This frame requires 1 suspension rail, 35 cm long, sold separately.To be completed with feet, legs or plinth if you choose to place the cabinet on the floor. Sold separately.The max load for a wall-hung cabinet depends on the wall material.",35.0,35.0,35.0
19103183,VÄSTANBY/VÄSTANÅ / BERNHARD,Tables & desks,4295.0,"SR 4,475",True,https://www.ikea.com/sa/en/p/vaestanby-vaestana-bernhard-table-and-4-chairs-dark-brown-kavat-white-s19103183/,No,"        Table and 4 chairs,          170 cm",Chris Martin/Ola Wihlborg/IKEA of Sweden,,75.0,78.0
20295925,TINGBY,Tables & desks,199.0,No old price,True,https://www.ikea.com/sa/en/p/tingby-side-table-on-castors-white-20295925/,No,"        Side table on castors,          64x64 cm","202.959.25 Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.The castors make it easy to move the table if needed.",,45.0,64.0
335885,SKÅDIS,Bookcases & shelving units,6.0,SR 10/4 pack,True,https://www.ikea.com/sa/en/p/skadis-connector-for-algot-white-00335885/,No,        Connector for ALGOT,Eva Lilja Löwenhielm,2.0,4.0,5.0
49302874,IVAR,Bookcases & shelving units,453.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-rails-cover-s49302874/,No,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",IKEA of Sweden,50.0,179.0,89.0
80221352,VITTSJÖ,Tables & desks,159.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-laptop-table-black-brown-glass-80221352/,No,"        Laptop table,          100x36 cm",Johan Kroon,36.0,74.0,100.0
392041,BRIMNES,Chests of drawers & drawer units,325.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-chest-of-3-drawers-white-frosted-glass-00392041/,No,"        Chest of 3 drawers,          78x95 cm",K Hagberg/M Hagberg,46.0,95.0,78.0
20033919,ALSEDA,Sofas & armchairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/alseda-stool-banana-fibre-20033919/,No,        Stool,IKEA of Sweden,,18.0,
29331354,LINNMON / KRILLE,Tables & desks,475.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-krille-table-light-grey-white-s29331354/,Yes,"        Table,          150x75 cm",Francis Cayouette/IKEA of Sweden,,74.0,75.0
69251821,MÖRBYLÅNGA / VOLFGANG,Tables & desks,3795.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-volfgang-table-and-4-chairs-brown-bomstad-black-s69251821/,No,"        Table and 4 chairs,          140x85 cm",S Lanneskog/J Marnell/IKEA of Sweden,,74.0,85.0
10323599,BILLSBRO,Bookcases & shelving units,69.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-10323599/,Yes,"        Handle,          2220 mm",H Preutz/A Fredriksson,,,
69248386,IVAR,Bookcases & shelving units,1110.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s69248386/,No,"        3 sections/shelves,          259x30x179 cm",IKEA of Sweden,30.0,179.0,259.0
49229925,ÅMLIDEN / KRILLE,Tables & desks,595.0,No old price,True,https://www.ikea.com/sa/en/p/amliden-krille-table-grey-green-white-s49229925/,No,"        Table,          120x60 cm",Francis Cayouette/Jomi Evers,,74.0,60.0
9102532,TROFAST,Nursery furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-pine-white-s09102532/,No,"        Storage combination,          94x44x52 cm",Studio Copenhagen,44.0,52.0,94.0
89286382,EKET,Bookcases & shelving units,640.0,SR 750,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-white-stained-oak-effect-s89286382/,Yes,"        Wall-mounted cabinet combination,          175x25x70 cm",Jon Karlsson/IKEA of Sweden,25.0,70.0,175.0
59282998,BROR,Bookcases & shelving units,580.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s59282998/,No,"        Shelving unit,          85x55x190 cm",IKEA of Sweden,55.0,190.0,85.0
49272706,BROR,Bookcases & shelving units,1345.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s49272706/,No,"        Shelving unit,          234x55x190 cm",IKEA of Sweden,55.0,190.0,234.0
19325457,HÄSSELBY,Sofas & armchairs,1295.0,No old price,True,https://www.ikea.com/sa/en/p/haesselby-3-seat-sofa-knisa-grey-s19325457/,No,        3-seat sofa,193.254.57 The cover is easy to keep clean as it is removable and can be machine washed.,81.0,81.0,176.0
19275075,STUVA / FRITIDS,Children's furniture,1545.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19275075/,Yes,"        Wardrobe,          120x50x192 cm",Ebba Strandmark/IKEA of Sweden,50.0,192.0,120.0
29184433,SVALNÄS,Bookcases & shelving units,1620.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s29184433/,No,"        Wall-mounted shelf combination,          193x25x176 cm",Jon Karlsson,25.0,176.0,193.0
79272677,BROR,Bookcases & shelving units,1335.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-s79272677/,No,"        Shelving unit with cabinets,          161x40x133 cm",IKEA of Sweden,40.0,133.0,161.0
99020476,BILLY / GNEDBY,Bookcases & shelving units,940.0,No old price,True,https://www.ikea.com/sa/en/p/billy-gnedby-bookcase-black-brown-s99020476/,Yes,"        Bookcase,          200x28x202 cm",IKEA of Sweden/Gillis Lundgren,28.0,202.0,200.0
60303481,MALSJÖ,Cabinets & cupboards,1516.0,"SR 1,895",True,https://www.ikea.com/sa/en/p/malsjoe-glass-door-cabinet-black-stained-black-stained-60303481/,No,"        Glass-door cabinet,          103x48x141 cm",Carina Bengs,48.0,141.0,103.0
89309722,IVAR,Bookcases & shelving units,235.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s89309722/,No,"        Shelving unit,          89x30x124 cm",IKEA of Sweden,30.0,124.0,89.0
30434186,ALGOT,Bookcases & shelving units,30.0,No old price,True,https://www.ikea.com/sa/en/p/algot-shelf-metal-black-30434186/,No,"        Shelf,          60x38 cm",Francis Cayouette,38.0,,60.0
19289954,LIDHULT,Sofas & armchairs,1750.0,No old price,True,https://www.ikea.com/sa/en/p/lidhult-corner-section-lejde-red-brown-s19289954/,Yes,        Corner section,Henrik Preutz,,,
69326609,SLÄKT,Beds,540.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Ebba Strandmark,,,91.0
80318165,IVAR,Bookcases & shelving units,49.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelf-pine-80318165/,No,"        Shelf,          83x50 cm",IKEA of Sweden,50.0,,83.0
99222257,LINNMON / ALVARET,Tables & desks,465.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-alvaret-table-white-grey-s99222257/,No,"        Table,          120x60 cm",IKEA of Sweden/Jomi Evers,,74.0,60.0
40400529,EKEDALEN,Bar furniture,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0
20336619,HENRIKSDAL,Chairs,40.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,No,        Cover for bar stool with backrest,IKEA of Sweden,,,
40416587,HILLARED,Chairs,35.0,No old price,True,https://www.ikea.com/sa/en/p/hillared-chair-pad-anthracite-40416587/,No,"        Chair pad,          36x36x3.0 cm",IKEA of Sweden,36.0,,36.0
59177624,BILLY / OXBERG,Bookcases & shelving units,1735.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-brown-ash-veneer-s59177624/,Yes,"        Bookcase,          120x30x237 cm",Gillis Lundgren/K Hagberg/M Hagberg/IKEA of Sweden,30.0,237.0,120.0
29267334,ÄPPLARÖ,Outdoor furniture,2384.0,No old price,True,https://www.ikea.com/sa/en/p/aepplaroe-3-seat-modular-sofa-outdoor-with-footstool-brown-stained-brown-stained-froesoen-duvholmen-beige-s29267334/,Yes,"        3-seat modular sofa, outdoor,          143/223x80x84 cm",IKEA of Sweden/Eva Lilja Löwenhielm/K Hagberg/M Hagberg,80.0,84.0,223.0
99277122,BILLY / BOTTNA,Bookcases & shelving units,140.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s99277122/,Yes,"        Bookcase with display shelf,          40x28x106 cm",K Hagberg/M Hagberg/Gillis Lundgren,28.0,106.0,40.0
29279186,LIXHULT,Cabinets & cupboards,700.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s29279186/,No,"        Cabinet combination,          120x35x92 cm",Jon Karlsson,35.0,70.0,120.0
10386450,SOLLERÖN,Outdoor furniture,460.0,No old price,True,https://www.ikea.com/sa/en/p/solleroen-armrest-section-outdoor-brown-10386450/,No,"        Armrest section, outdoor",Jonas Hultqvist,82.0,53.0,18.0
